iter	RMSE
696	7025.510654
697	7023.258704
698	7021.767223
699	7021.482014
700	7020.569534
701	7020.287752
702	7019.995946
703	7018.748657
704	7016.141287
705	7015.496602
706	7014.950534
707	7013.287628
708	7011.499663
709	7010.167669
710	7005.291839
711	7003.26697
712	7002.464717
713	7001.758327
714	6998.633231
715	6996.861946
716	6995.867886
717	6994.40443
718	6993.237898
719	6990.939025
720	6990.225868
721	6989.713821
722	6987.143839
723	6985.86719
724	6982.956261
725	6982.275988
726	6980.962124
727	6980.341743
728	6979.209683
729	6978.92089
730	6976.583409
731	6974.599525
732	6973.546008
733	6972.1942
734	6969.979867
735	6968.69026
736	6964.174302
737	6962.920053
738	6961.453713
739	6960.911328
740	6960.404808
741	6958.292184
742	6957.772541
743	6956.398429
744	6954.752235
745	6954.108994
746	6952.086905
747	6950.327304
748	6949.653948
749	6949.369826
750	6948.818521
751	6948.53767
752	6945.216168
753	6944.494781
754	6941.114943
755	6937.942896
756	6937.398514
757	6937.118731
758	6936.84274
759	6936.573787
760	6935.964784
761	6935.373374
762	6934.313977
763	6934.043025
764	6933.774178
765	6931.266068
766	6930.998831
767	6930.121659
768	6929.214245
769	6928.627028
770	6927.612975
771	6927.052224
772	6925.946553
773	6925.443084
774	6923.407115
775	6923.143135
776	6920.492167
777	6919.949278
778	6918.575274
779	6915.863319
780	6915.626057
781	6915.180591
782	6914.917473
783	6913.862372
784	6912.337321
785	6912.074887
786	6909.598823
787	6906.985533
788	6903.864109
789	6902.63805
790	6900.763103
791	6898.574396
792	6894.74685
793	6894.485577
794	6891.503394
795	6889.7155
796	6888.119256
797	6887.606737
798	6885.640048
799	6883.838748
800	6883.579879
801	6882.62305
802	6882.036892
803	6881.564012
804	6881.120964
805	6879.749915
806	6879.156801
807	6876.267423
808	6875.689546
809	6875.210166
810	6874.757787
811	6874.50038
812	6872.226888
813	6871.704096
814	6871.450034
815	6870.940158
816	6869.171962
817	6868.591872
818	6864.643172
819	6863.032432
820	6862.489433
821	6861.632855
822	6861.11936
823	6858.597803
824	6856.535117
825	6853.874412
826	6853.053518
827	6851.308256
828	6851.053549
829	6847.754249
830	6845.746574
831	6844.468442
832	6840.475191
833	6840.223244
834	6839.922424
835	6838.593866
836	6838.21211
837	6836.808489
838	6833.054367
839	6832.432693
840	6831.503902
841	6827.73095
842	6827.481487
843	6827.234415
844	6826.887642
845	6826.641726
846	6824.398749
847	6824.154321
848	6823.912927
849	6823.333047
850	6820.785015
851	6820.378887
852	6819.269597
853	6818.189385
854	6817.734929
855	6816.532156
856	6813.995403
857	6812.795029
858	6812.185478
859	6811.778348
860	6811.546892
861	6808.843754
862	6808.424321
863	6805.566187
864	6805.326758
865	6805.090763
866	6804.862552
867	6802.396188
868	6799.766335
869	6798.355691
870	6798.120655
871	6796.964997
872	6795.939254
873	6795.699008
874	6795.010485
875	6794.507358
876	6794.007781
877	6793.293218
878	6792.251215
879	6791.948604
880	6790.302631
881	6787.474549
882	6786.113299
883	6785.880885
884	6785.469061
885	6782.698513
886	6781.511984
887	6778.951261
888	6776.884261
889	6776.65032
890	6776.245873
891	6775.958142
892	6775.726897
893	6772.722152
894	6772.515537
895	6770.008859
896	6768.900407
897	6767.290934
898	6762.968461
899	6760.147973
900	6759.751335
901	6757.636858
902	6754.881873
903	6754.661452
904	6753.374321
905	6752.874634
906	6752.073486
907	6750.980135
908	6750.757342
909	6748.886889
910	6747.419924
911	6744.332995
912	6744.118942
913	6743.055336
914	6742.833891
915	6742.335653
916	6741.155502
917	6739.398219
918	6739.197729
919	6738.555704
920	6738.36929
921	6736.822506
922	6734.967177
923	6734.500865
924	6733.551649
925	6731.763492
926	6731.553938
927	6730.127047
928	6729.922929
929	6729.710946
930	6727.866258
931	6726.971731
932	6726.375428
933	6723.414068
934	6722.668898
935	6720.948675
936	6720.741386
937	6720.51122
938	6719.190196
939	6718.80583
940	6718.600649
941	6715.72851
942	6715.527231
943	6715.327845
944	6711.852119
945	6710.040983
946	6707.090088
947	6706.898186
948	6704.864072
949	6703.810787
950	6699.501361
951	6697.104686
952	6695.094472
953	6694.710781
954	6693.740624
955	6693.540805
956	6693.339869
957	6692.255021
958	6692.057554
959	6691.478213
960	6690.315004
961	6689.09504
962	6688.398276
963	6686.309638
964	6686.127377
965	6683.218765
966	6682.521681
967	6680.211704
968	6679.474836
969	6677.976621
970	6677.526022
971	6677.115494
972	6676.920822
973	6676.229032
974	6673.815682
975	6672.162273
976	6671.514148
977	6671.098725
978	6670.684845
979	6669.984194
980	6668.767995
981	6666.653579
982	6665.282119
983	6661.779922
984	6661.471157
985	6660.682698
986	6658.966904
987	6657.729402
988	6657.538001
989	6656.142955
990	6654.102741
991	6652.766212
992	6651.911438
993	6651.722888
994	6651.530341
995	6648.757925
996	6646.168584
997	6645.975501
998	6645.785788
999	6644.932122
1000	6644.75018
1001	6644.565348
1002	6643.743197
1003	6642.773821
1004	6640.713247
1005	6640.532026
1006	6639.542653
1007	6639.174716
1008	6638.248709
1009	6637.194366
1010	6636.572881
1011	6635.094947
1012	6634.927214
1013	6632.833267
1014	6630.399248
1015	6629.112662
1016	6628.935259
1017	6627.806146
1018	6625.630199
1019	6623.740009
1020	6623.122181
1021	6622.514234
1022	6621.533479
1023	6619.715883
1024	6618.75414
1025	6618.177754
1026	6618.000849
1027	6617.824972
1028	6616.43323
1029	6614.275462
1030	6613.919588
1031	6613.736262
1032	6613.576962
1033	6613.14617
1034	6612.531137
1035	6611.870455
1036	6610.928429
1037	6610.253563
1038	6606.618369
1039	6606.221851
1040	6605.174955
1041	6604.772123
1042	6603.248838
1043	6602.655114
1044	6602.482852
1045	6602.320251
1046	6600.171851
1047	6598.842022
1048	6595.789908
1049	6595.166606
1050	6594.566104
1051	6593.773554
1052	6593.104113
1053	6592.740179
1054	6590.288444
1055	6589.370757
1056	6587.687148
1057	6586.065645
1058	6585.189226
1059	6583.678583
1060	6582.865166
1061	6581.866636
1062	6581.696083
1063	6580.205379
1064	6580.014379
1065	6578.031188
1066	6576.025575
1067	6575.455928
1068	6573.283743
1069	6572.258593
1070	6570.235064
1071	6569.876072
1072	6569.507211
1073	6568.604664
1074	6567.520188
1075	6567.363429
1076	6565.610898
1077	6562.528173
1078	6562.136137
1079	6561.726082
1080	6561.122682
1081	6560.068012
1082	6559.901002
1083	6558.173218
1084	6557.44834
1085	6555.740664
1086	6553.589763
1087	6553.160447
1088	6550.715168
1089	6550.351057
1090	6550.162533
1091	6549.105698
1092	6547.648856
1093	6545.114186
1094	6544.528816
1095	6543.9172
1096	6542.531733
1097	6541.984829
1098	6541.311777
1099	6540.936941
1100	6540.641742
1101	6538.131352
1102	6535.816225
1103	6533.612972
1104	6531.320916
1105	6530.603249
1106	6530.430663
1107	6529.633627
1108	6529.458283
1109	6527.754957
1110	6525.76995
1111	6525.603015
1112	6523.394365
1113	6521.829006
1114	6520.409082
1115	6519.051255
1116	6518.353019
1117	6516.222657
1118	6514.776409
1119	6514.612708
1120	6514.462837
1121	6512.000543
1122	6509.656295
1123	6507.250448
1124	6505.988928
1125	6505.028168
1126	6502.784045
1127	6502.033343
1128	6500.112515
1129	6499.577367
1130	6498.728724
1131	6498.080458
1132	6497.801809
1133	6496.123748
1134	6493.811747
1135	6492.243729
1136	6489.614817
1137	6489.352141
1138	6489.190954
1139	6487.534609
1140	6486.2089
1141	6484.531833
1142	6482.590999
1143	6480.164914
1144	6479.981821
1145	6479.822595
1146	6478.440876
1147	6476.387529
1148	6475.372458
1149	6475.201264
1150	6473.878152
1151	6472.756502
1152	6470.965958
1153	6469.935753
1154	6468.404279
1155	6468.110429
1156	6467.930308
1157	6466.961164
1158	6465.454609
1159	6465.276883
1160	6464.520088
1161	6464.043294
1162	6463.887612
1163	6462.564596
1164	6461.446507
1165	6460.503228
1166	6460.181079
1167	6458.086273
1168	6456.865526
1169	6456.277691
1170	6455.599411
1171	6453.306208
1172	6453.01434
1173	6452.8487
1174	6451.27606
1175	6449.857195
1176	6448.114914
1177	6447.938048
1178	6447.624958
1179	6446.471371
1180	6445.460591
1181	6443.095233
1182	6441.487923
1183	6440.500851
1184	6439.593021
1185	6439.414992
1186	6439.262433
1187	6438.225404
1188	6436.985641
1189	6436.353424
1190	6434.427441
1191	6432.328414
1192	6432.177077
1193	6431.864163
1194	6430.648003
1195	6429.64815
1196	6428.071957
1197	6427.896914
1198	6425.93066
1199	6423.386845
1200	6423.011986
1201	6420.192419
1202	6419.385208
1203	6416.776925
1204	6416.603732
1205	6415.030674
1206	6414.865436
1207	6414.024356
1208	6413.675678
1209	6412.005805
1210	6410.946993
1211	6408.714927
1212	6407.77304
1213	6407.180864
1214	6407.008065
1215	6406.161431
1216	6405.991062
1217	6401.980201
1218	6401.206407
1219	6400.710166
1220	6400.351274
1221	6399.409972
1222	6396.877016
1223	6396.482405
1224	6396.333022
1225	6394.984784
1226	6394.430339
1227	6394.259043
1228	6392.251692
1229	6392.081975
1230	6390.179409
1231	6389.785609
1232	6389.471943
1233	6387.813296
1234	6387.09008
1235	6385.556081
1236	6384.606312
1237	6384.439697
1238	6384.278153
1239	6384.11045
1240	6382.990106
1241	6381.147364
1242	6379.695369
1243	6378.946693
1244	6378.11697
1245	6377.081936
1246	6375.141062
1247	6372.790087
1248	6372.511127
1249	6371.263135
1250	6370.642367
1251	6369.42877
1252	6368.055656
1253	6366.059438
1254	6364.464438
1255	6364.296939
1256	6363.091262
1257	6362.778989
1258	6360.714058
1259	6358.186345
1260	6357.64539
1261	6356.991766
1262	6356.648608
1263	6355.143551
1264	6354.201296
1265	6353.650036
1266	6353.432774
1267	6352.241444
1268	6352.078246
1269	6351.949711
1270	6351.783688
1271	6351.291142
1272	6351.136389
1273	6350.309503
1274	6349.357741
1275	6347.939108
1276	6347.777053
1277	6347.270486
1278	6347.120206
1279	6345.237622
1280	6345.073256
1281	6343.186881
1282	6341.979395
1283	6340.416743
1284	6339.949319
1285	6339.789269
1286	6338.668729
1287	6337.848044
1288	6335.916241
1289	6335.459931
1290	6334.857048
1291	6333.610275
1292	6332.797861
1293	6330.86063
1294	6330.698462
1295	6327.415623
1296	6327.259058
1297	6326.796518
1298	6326.636897
1299	6325.094786
1300	6323.257584
1301	6320.773724
1302	6319.438944
1303	6319.301592
1304	6318.506567
1305	6318.359934
1306	6317.280328
1307	6316.95225
1308	6316.199683
1309	6315.558901
1310	6315.157013
1311	6314.376524
1312	6313.549358
1313	6311.465263
1314	6310.037631
1315	6309.879431
1316	6308.935834
1317	6308.787626
1318	6308.309409
1319	6308.152474
1320	6307.836831
1321	6305.595655
1322	6305.183994
1323	6304.849924
1324	6304.698736
1325	6303.864035
1326	6303.55418
1327	6303.23987
1328	6303.097282
1329	6301.869834
1330	6301.73422
1331	6300.454285
1332	6298.990141
1333	6297.413446
1334	6294.982107
1335	6293.282713
1336	6293.128475
1337	6292.709535
1338	6290.695557
1339	6288.565387
1340	6287.998655
1341	6284.890028
1342	6284.676451
1343	6283.559259
1344	6283.414764
1345	6282.078924
1346	6281.926037
1347	6281.699812
1348	6279.430476
1349	6278.713343
1350	6276.75371
1351	6275.246262
1352	6274.075477
1353	6273.548308
1354	6271.630638
1355	6269.972655
1356	6269.831756
1357	6268.533252
1358	6268.381118
1359	6268.236931
1360	6267.160305
1361	6267.021396
1362	6266.229078
1363	6264.477443
1364	6263.229949
1365	6262.483204
1366	6260.171894
1367	6259.470599
1368	6258.394243
1369	6258.243054
1370	6257.018917
1371	6256.208683
1372	6256.057512
1373	6255.262442
1374	6252.907721
1375	6252.151543
1376	6252.010748
1377	6250.893149
1378	6250.410428
1379	6250.126711
1380	6249.977602
1381	6249.829942
1382	6249.551994
1383	6247.528049
1384	6247.020539
1385	6246.470804
1386	6245.855742
1387	6245.283535
1388	6245.135446
1389	6244.578042
1390	6243.849133
1391	6243.544373
1392	6243.412468
1393	6241.4163
1394	6241.202736
1395	6241.056206
1396	6239.881893
1397	6238.99923
1398	6238.862212
1399	6237.979507
1400	6236.845988
1401	6236.705267
1402	6235.69647
1403	6234.041396
1404	6233.797452
1405	6233.337833
1406	6231.36604
1407	6230.097688
1408	6229.952205
1409	6229.447108
1410	6228.013621
1411	6227.397035
1412	6225.879125
1413	6225.734569
1414	6223.627169
1415	6222.408264
1416	6220.856369
1417	6220.337846
1418	6219.125442
1419	6218.787583
1420	6218.653134
1421	6217.158382
1422	6215.791117
1423	6213.940844
1424	6211.922049
1425	6211.796743
1426	6211.196892
1427	6211.052782
1428	6209.506579
1429	6209.361269
1430	6206.963838
1431	6205.509059
1432	6204.949889
1433	6204.346739
1434	6204.204771
1435	6202.054887
1436	6201.853404
1437	6201.710128
1438	6200.753118
1439	6199.354887
1440	6199.213506
1441	6198.579317
1442	6198.110235
1443	6197.622404
1444	6196.535465
1445	6195.151818
1446	6193.652383
1447	6192.281368
1448	6190.997295
1449	6189.328629
1450	6189.19597
1451	6189.054766
1452	6187.371742
1453	6186.879339
1454	6186.549499
1455	6186.409487
1456	6184.784704
1457	6183.835716
1458	6182.18006
1459	6180.935286
1460	6180.794249
1461	6179.543382
1462	6178.051957
1463	6177.912048
1464	6176.613794
1465	6174.754123
1466	6173.457284
1467	6171.568559
1468	6169.738522
1469	6165.418662
1470	6165.279783
1471	6163.249623
1472	6161.287893
1473	6161.149906
1474	6160.008271
1475	6158.78313
1476	6158.230474
1477	6155.33578
1478	6153.336292
1479	6152.705279
1480	6152.009653
1481	6150.314045
1482	6149.868628
1483	6147.843438
1484	6147.04011
1485	6146.673775
1486	6146.038223
1487	6145.575782
1488	6145.446279
1489	6143.443643
1490	6143.280465
1491	6142.516092
1492	6141.180884
1493	6141.042556
1494	6138.859253
1495	6137.041311
1496	6133.865042
1497	6132.664395
1498	6130.701138
1499	6128.570958
